elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
1150,1943-07-01,1967-03-01,32.83333,"PIMA R4 ON W2, AZ US",0.8679,COOP:026546,METERS,-110.01667

1378.9,1931-01-01,1973-12-01,33.35,"PINAL RANCH, AZ US",0.9845,COOP:026561,METERS,-110.98333

1662.1,1973-06-01,1974-09-01,34.38333,"PINE, AZ US",1,COOP:026571,METERS,-111.46667

1983,1931-01-01,1968-12-01,34.3,"PINEDALE, AZ US",0.9495,COOP:026581,METERS,-110.25

2121.4,1980-01-01,1997-09-01,34.11667,"PINETOP, AZ US",0.9906,COOP:026597,METERS,-109.93333

2194.6,1943-11-01,2015-11-01,34.124,"PINETOP 2 E, AZ US",1,COOP:026601,METERS,-109.922

781.8,2002-05-01,2015-11-01,33.7275,"PINNACLE PEAK, AZ US",0.9999,COOP:026603,METERS,-111.8605

1940.1,1959-10-01,1974-03-01,36.1,"PINON, AZ US",0.8161,COOP:026604,METERS,-110.23333

1652.9,1956-03-01,1960-09-01,35.05,"PINTA, AZ US",0.8904,COOP:026606,METERS,-109.65

1499.6,1963-06-01,2015-11-01,36.8586,"PIPE SPRINGS NATIONAL MONUMENT, AZ US",0.9905,COOP:026616,METERS,-112.7386

580,1936-08-01,1955-12-01,32.05,"PISINEMO, AZ US",1,COOP:026630,METERS,-112.31667

1579.8,1964-09-01,2015-11-01,34.1003,"PLEASANT VALLEY, AZ US",0.9838,COOP:026653,METERS,-110.9659

1414.9,1948-01-01,1969-04-01,34.43333,"MAYER 3 NNW, AZ US",0.8893,COOP:026676,METERS,-112.25

1524.9,1931-01-01,1955-03-01,31.9,"PORTAL, AZ US",0.7149,COOP:026706,METERS,-109.16667

1642.9,1965-01-01,2015-11-01,31.8834,"PORTAL 4 SW, AZ US",0.9886,COOP:026716,METERS,-109.2056

1586.5,1931-01-01,2015-11-01,34.5706,"PRESCOTT, AZ US",0.9667,COOP:026796,METERS,-112.4322

1536.8,1948-01-01,1969-12-01,34.65167,"PRESCOTT LOVE FIELD, AZ US",0.9999,COOP:026801,METERS,-112.42083

708.7,1973-06-01,2015-11-01,33.8555,"PUNKIN CENTER, AZ US",0.953,COOP:026840,METERS,-111.3063

266.7,1931-01-01,2015-11-01,33.665,"QUARTZSITE, AZ US",0.6516,COOP:026865,METERS,-114.2272

1961.1,1952-05-01,1952-10-01,37,"RAINBOW LODGE, AZ US",0.9925,COOP:026940,METERS,-110.9

896.1,1941-07-01,2015-11-01,32.3902,"REDINGTON, AZ US",0.9541,COOP:027036,METERS,-110.4666

573,1931-02-01,1973-12-01,32.48333,"RED ROCK 6 SSW, AZ US",0.5767,COOP:027058,METERS,-111.33333

1495,1969-09-01,1973-07-01,35.13333,"RED SANDS TRADE POST, AZ US",0.5534,COOP:027069,METERS,-110.88333

708.7,1931-01-01,1973-05-01,33.8555,"PUNKIN CENTER, AZ US",0.9293,COOP:027081,METERS,-111.3063

1097.9,1941-06-01,1962-05-01,34.65,"RIMROCK, AZ US",0.9762,COOP:027131,METERS,-111.73333

1677.9,1951-06-01,1952-08-01,34.4,"PAYSON 12 NNE, AZ US",0.3323,COOP:027143,METERS,-111.26667

455.7,2009-10-01,2015-11-01,32.8118,"ROBSON RANCH, AZ US",1,COOP:027187,METERS,-111.6313

1107,1955-06-01,1966-03-28,33.81667,"ROCK CREEK R S, AZ US",0.0409,COOP:027210,METERS,-109.8

672.1,1931-01-01,2015-11-01,33.6731,"ROOSEVELT 1 WNW, AZ US",0.9941,COOP:027281,METERS,-111.1508

1905.9,1966-05-01,1972-04-01,36.41667,"ROUGH ROCK SCHOOL, AZ US",0.7498,COOP:027291,METERS,-109.85

1140.9,1948-01-01,1969-12-01,35.1,"ROUND VALLEY, AZ US",0.6929,COOP:027311,METERS,-113.63333

1311.9,1931-01-01,1944-12-01,31.46667,"RUBY, AZ US",0.9999,COOP:027324,METERS,-111.23333

1214,1945-01-01,1955-12-01,31.5,"RUBY 4 NW, AZ US",1,COOP:027326,METERS,-111.28333

1110.1,1950-02-01,1983-10-01,31.91667,"HELMET PEAK RUBY STATION, AZ US",0.931,COOP:027330,METERS,-111.08333

1636.8,1931-01-01,2015-08-01,31.7561,"RUCKER CANYON, AZ US",0.9567,COOP:027334,METERS,-109.413

1922.1,1952-03-01,1954-12-01,36.68333,"RYAN STATION, AZ US",0.9989,COOP:027349,METERS,-112.35

804.7,1941-07-01,1982-09-01,32.3111,"SABINO CANYON, AZ US",1,COOP:027355,METERS,-110.8186

396.2,1931-01-01,2012-12-01,33.0723,"SACATON, AZ US",0.9045,COOP:027370,METERS,-111.7662

885.1,1931-01-01,1973-07-01,32.83333,"SAFFORD, AZ US",0.9825,COOP:027388,METERS,-109.71667

900.4,1948-08-01,2015-11-01,32.815,"SAFFORD AGRICULTURAL CENTER, AZ US",0.9975,COOP:027390,METERS,-109.6808

938.8,2009-07-01,2015-11-01,32.1794,"SAGUARO NATIONAL PARK, AZ US",0.9868,COOP:027398,METERS,-110.7363

819.9,1956-02-01,1972-08-01,31.96667,"SAHUARITA 2 NW, AZ US",0.9899,COOP:027403,METERS,-110.96667

1085.1,1983-11-01,1988-03-01,31.9,"SAHUARITA 8 W, AZ US",0.9812,COOP:027419,METERS,-111.06667

1764.8,1931-01-01,2015-11-01,34.5172,"SAINT JOHNS, AZ US",0.9657,COOP:027435,METERS,-109.4028

1574,1947-08-01,1978-09-01,31.86667,"SALA RANCH, AZ US",0.9973,COOP:027445,METERS,-109.98333

580,1956-04-01,1973-02-01,33.78333,"SALOME 1 ESE, AZ US",0.8376,COOP:027453,METERS,-113.61667

519.1,1931-01-01,1957-03-01,33.73333,"SALOME 6 SE, AZ US",1,COOP:027460,METERS,-113.53333

487.4,1987-03-01,1998-04-01,33.68333,"SALOME 17 SE, AZ US",0.9999,COOP:027462,METERS,-113.48333

1100.9,1941-07-01,1966-06-01,33.8,"SALT RIVER, AZ US",0.7067,COOP:027466,METERS,-110.5

805,1940-01-01,1979-05-01,33.35,"SAN CARLOS, AZ US",0.9324,COOP:027475,METERS,-110.45

880.9,1977-05-01,1980-06-01,33.38333,"SAN CARLOS AIRPORT, AZ US",0.9471,COOP:027477,METERS,-110.46667

771.8,1931-01-01,2015-11-01,33.1819,"SAN CARLOS RESERVOIR, AZ US",0.9353,COOP:027480,METERS,-110.5261

1784,1949-07-01,2015-11-01,35.2239,"SANDERS, AZ US",0.8369,COOP:027488,METERS,-109.3222

1905,1961-05-01,1986-07-01,35.16667,"SANDERS 11 ESE, AZ US",0.9967,COOP:027496,METERS,-109.16667

1054.6,1954-06-01,2015-11-01,32.6013,"SAN MANUEL, AZ US",0.981,COOP:027530,METERS,-110.6338

1452.4,1931-01-01,2009-12-01,31.35333,"SAN RAFAEL RANCH SP, AZ US",0.4948,COOP:027555,METERS,-110.61278

1100.3,1949-02-01,2015-11-01,32.2713,"SAN SIMON, AZ US",0.6285,COOP:027560,METERS,-109.2255

1100.9,1931-01-01,1949-01-01,32.33333,"SAN SIMON 5 NW, AZ US",0.9861,COOP:027563,METERS,-109.26667

1220.1,1941-06-01,1949-10-01,32.36667,"SAN SIMON 9 NE, AZ US",0.9898,COOP:027565,METERS,-109.13333

1182.6,1962-07-01,1986-07-01,32.16667,"SAN SIMON 9 ESE, AZ US",0.9999,COOP:027567,METERS,-109.08333

1199.1,1931-01-01,1950-12-01,31.68333,"SANTA MARGARITA, AZ US",1,COOP:027583,METERS,-111.58333

1310.6,1950-05-01,2010-06-01,31.7625,"SANTA RITA EXPERIMENTAL RANGE, AZ US",0.9391,COOP:027593,METERS,-110.8463

561.1,1959-09-01,1977-06-01,32.31667,"SANTA ROSA SCHOOL, AZ US",0.9674,COOP:027600,METERS,-112.05

1094.2,1959-02-01,2015-11-01,31.483,"SASABE, AZ US",0.9649,COOP:027619,METERS,-111.5436

1165.9,1951-01-01,2015-11-01,31.6036,"SASABE 7 NW, AZ US",0.9564,COOP:027622,METERS,-111.6022

1065.3,1987-01-01,2015-11-01,31.5716,"SASABE 6 NNE, AZ US",0.8675,COOP:027625,METERS,-111.5055

366.1,1968-03-01,1985-11-01,33.46667,"SCOTTSDALE, AZ US",0.9811,COOP:027661,METERS,-111.88333

1800.1,1963-04-01,1972-06-01,35.5,"SEBA DALKAI SCHOOL, AZ US",0.9188,COOP:027671,METERS,-110.43333

1286.3,1943-11-01,2010-11-01,34.8955,"SEDONA, AZ US",0.9975,COOP:027708,METERS,-111.7644

1600.2,1904-12-01,2015-11-01,35.3322,"SELIGMAN, AZ US",0.9497,COOP:027716,METERS,-112.8797

1702,1948-03-01,1951-06-02,35.3,"SELIGMAN AIRPORT, AZ US",0.5406,COOP:027718,METERS,-113.16667

1598.1,1962-07-01,1982-01-01,35.13333,"SELIGMAN 13 SSW, AZ US",0.9997,COOP:027720,METERS,-112.91667

714.8,1940-11-01,2009-12-01,31.9123,"SELLS, AZ US",0.6482,COOP:027726,METERS,-111.885

1501.1,1948-01-01,1965-12-01,33.78333,"SENECA 3 NW, AZ US",0.7729,COOP:027741,METERS,-110.53333

210,1950-01-01,1960-03-01,32.86667,"SENTINEL, AZ US",0.9352,COOP:027751,METERS,-113.21667

1866.9,1957-10-01,1959-04-01,35.8,"SHONGOPOVI, AZ US",1,COOP:027829,METERS,-110.53333

1524.3,1950-07-01,1963-06-01,36.9935,"COLORADO CITY, AZ US",0.9744,COOP:027837,METERS,-112.9719

1955,1949-11-01,1965-11-01,34.26667,"SHOW LOW, AZ US",0.855,COOP:027849,METERS,-110

1954.1,1965-12-01,2015-11-01,34.2639,"SHOW LOW AIRPORT, AZ US",0.9967,COOP:027855,METERS,-110.0075

1554.5,1935-10-01,2014-01-01,33.7986,"SIERRA ANCHA, AZ US",0.9981,COOP:027876,METERS,-110.9714

1403.9,1982-03-01,2009-09-01,31.53699,"SIERRA VISTA, AZ US",0.9636,COOP:027880,METERS,-110.28073

463.9,1948-01-01,1952-07-01,34.46667,"SIGNAL, AZ US",0.8104,COOP:027884,METERS,-113.63333

766,1952-06-01,1961-08-01,34.36667,"SIGNAL 13 SW, AZ US",0.936,COOP:027888,METERS,-113.8

835.2,1953-03-01,1974-04-01,32.38333,"SILVER BELL, AZ US",1,COOP:027915,METERS,-111.5

1876,1939-01-01,1967-01-01,34.35,"SILVER CREEK RANCH, AZ US",0.994,COOP:027921,METERS,-109.98333

1296,1972-09-01,1980-11-01,34.5,"SKULL VALLEY, AZ US",0.9294,COOP:027965,METERS,-112.68333

588.9,1974-08-01,1978-02-01,32.51667,"SLATE MOUNTAIN, AZ US",1,COOP:027984,METERS,-111.88333

1492,2012-01-01,2015-11-01,31.681,"SONOITA, AZ US",0.7663,COOP:027990,METERS,-110.6554

1719.7,1931-01-01,2015-11-01,34.508,"SNOWFLAKE, AZ US",0.9784,COOP:028012,METERS,-110.0838

1853.2,1965-05-01,1998-02-01,34.5,"SNOWFLAKE 15 W, AZ US",1,COOP:028018,METERS,-110.33333

57,2010-07-01,2011-12-01,32.57639,"SOMERTON, AZ US",0.998,COOP:028070,METERS,-114.64111

352,1961-01-01,2007-05-01,33.3814,"SOUTH PHOENIX, AZ US",1,COOP:028112,METERS,-112.07

2133,1931-01-01,2015-11-01,34.1311,"SPRINGERVILLE, AZ US",0.9971,COOP:028162,METERS,-109.275

399.9,1954-05-01,1955-05-01,32.88333,"STANFIELD, AZ US",0.9992,COOP:028177,METERS,-111.96667

1061,1944-04-01,1969-12-01,34.16667,"STANTON, AZ US",0.9999,COOP:028184,METERS,-112.73333

1218.9,1931-01-01,1982-03-01,31.4,"STEPHENS RANCH, AZ US",0.9757,COOP:028206,METERS,-109.2

433.4,1939-06-01,2015-11-01,33.5575,"STEWART MOUNTAIN DAM, AZ US",0.9662,COOP:028214,METERS,-111.5358

1113.1,1951-10-01,1977-05-24,33.55,"SUMMIT, AZ US",0.0268,COOP:028264,METERS,-110.95

307.8,1956-08-01,1957-01-01,33.18333,"SUNDAD, AZ US",0.9925,COOP:028268,METERS,-113.23333

1133.9,1945-01-01,2003-04-01,33.91194,"SUNFLOWER 3 NNW, AZ US",0.8769,COOP:028273,METERS,-111.48556

2856,1972-01-01,2015-11-01,33.9733,"SUNRISE MOUNTAIN, AZ US",0.4896,COOP:028326,METERS,-109.563

2127.5,1969-12-01,2015-11-01,35.3694,"SUNSET CRATER NM, AZ US",0.9982,COOP:028329,METERS,-111.5436

976.6,1956-06-01,1987-02-01,36.2,"SUPAI, AZ US",0.9973,COOP:028343,METERS,-112.7

871.7,1931-01-01,2006-08-01,33.3002,"SUPERIOR, AZ US",0.989,COOP:028348,METERS,-111.0972

1266.4,1974-01-01,2008-02-01,33.305,"SUPERIOR 2 ENE, AZ US",0.9669,COOP:028349,METERS,-111.0672

851,1948-09-01,1958-03-01,33.3,"SUPERIOR SMELTER, AZ US",0.9348,COOP:028351,METERS,-111.1

598,1946-11-01,1968-01-28,33.36667,"SUPERSTITION MOUNTAIN, AZ US",0.9627,COOP:028356,METERS,-111.43333

1232,1931-01-01,1959-12-01,34.35,"DUGAS 2 SE, AZ US",0.9799,COOP:028391,METERS,-111.95

98.8,1969-01-01,2015-11-01,32.7225,"TACNA 3 NE, AZ US",1,COOP:028396,METERS,-113.9191

1086,1939-01-01,1967-03-01,32.61667,"TANQUE R9 ON W4, AZ US",0.8273,COOP:028409,METERS,-109.61667

1612.4,1962-06-01,2015-11-01,36.9233,"TEEC NOS POS, AZ US",0.9657,COOP:028468,METERS,-109.09

1769.1,1952-11-01,1960-06-01,35.5,"TEES TO, AZ US",0.7612,COOP:028483,METERS,-110.41667

351.1,1931-01-01,1984-09-01,33.43333,"TEMPE 1 SE, AZ US",1,COOP:028489,METERS,-111.93333

360,1944-01-01,1952-06-01,33.38333,"TEMPE 3 S, AZ US",1,COOP:028494,METERS,-111.93333

365.8,1996-10-01,2001-02-14,33.44611,"TEMPE SRP, AZ US",0.0142,COOP:028495,METERS,-111.95111

360,1931-01-01,1943-12-01,33.38333,"TEMPE 3 S, AZ US",1,COOP:028496,METERS,-111.93333

355.7,1953-01-01,2015-11-01,33.4258,"TEMPE ASU, AZ US",0.9881,COOP:028499,METERS,-111.9216

390.1,1987-12-01,2007-05-01,36.03,"TEMPLE BAR, AZ US",0.983,COOP:028516,METERS,-114.3288

335,1952-07-01,1960-09-01,33.56667,"WADDELL 3 SSE, AZ US",0.9998,COOP:028566,METERS,-112.4

975.4,2009-11-01,2011-12-01,32.0138,"THREE POINTS FIRE DEPARTMENT, AZ US",0.8081,COOP:028569,METERS,-111.2638

2097,1965-06-01,1967-06-01,34.6108,"BLUE RIDGE RANGER STATION, AZ US",1,COOP:028576,METERS,-111.1922

770.2,2009-07-01,2015-11-01,32.3391,"TOHONO CHUL, AZ US",0.9999,COOP:028590,METERS,-110.9808

312.4,1951-10-01,2015-11-01,33.4519,"TOLLESON 1 E, AZ US",0.9766,COOP:028598,METERS,-112.2433

1420.1,1931-01-01,2015-11-01,31.7119,"TOMBSTONE, AZ US",0.9686,COOP:028619,METERS,-110.0686

1681,1948-10-01,1949-07-01,36.33333,"TONALEA, AZ US",0.9011,COOP:028634,METERS,-110.95

396.2,1951-09-01,2010-07-01,33.4204,"TONOPAH, AZ US",0.4753,COOP:028641,METERS,-112.86

1915.1,1944-06-01,1975-07-01,34.36667,"TONTO CREEK FISH HAT, AZ US",0.9626,COOP:028649,METERS,-111.1

1947.7,1975-08-01,2010-11-01,34.3839,"TONTO CK FISH HAT NUMBER 2, AZ US",0.9552,COOP:028650,METERS,-111.0972

1122,1973-09-01,1974-06-01,33.88333,"TONTO HILLS, AZ US",1,COOP:028653,METERS,-111.83333

1464,1931-04-01,1966-12-01,34.61667,"TONTO SPRINGS R S 4 W, AZ US",0.7925,COOP:028657,METERS,-112.75

136.9,1961-01-01,1963-12-01,34.71667,"TOPOCK, AZ US",1,COOP:028678,METERS,-114.48333

153,1948-05-01,1960-08-01,34.7,"TOPOCK 2 SSE, AZ US",0.9997,COOP:028686,METERS,-114.45

869,1948-03-01,1969-12-01,34.88333,"TROUT CREEK STORE, AZ US",0.6758,COOP:028762,METERS,-113.65

1164.3,1931-01-01,2008-01-01,35.38806,"TRUXTON CANYON, AZ US",0.9529,COOP:028778,METERS,-113.65944

1520.3,1905-01-01,2012-12-01,36.1305,"TUBA CITY, AZ US",0.8356,COOP:028792,METERS,-111.2436

780.6,1982-05-01,2015-11-01,32.2541,"TUCSON 17 NW, AZ US",0.9727,COOP:028795,METERS,-111.1961

710.2,1949-02-01,2012-12-01,32.2816,"TUCSON CP AVE EXPERIMENTAL FM, AZ US",0.9896,COOP:028796,METERS,-110.9441

769.9,1934-10-01,1994-03-01,32.25,"TUCSON MAGNETIC OBSERVATORY, AZ US",1,COOP:028800,METERS,-110.83333

860.1,1943-10-01,1954-12-01,32.25,"ARIZONA SONORA DST M, AZ US",0.8294,COOP:028805,METERS,-111.16667

816.9,1948-11-01,1948-12-01,32.21667,"TUCSON MOUNTAIN PARK, AZ US",0.499,COOP:028806,METERS,-111.13333

686.1,1948-01-01,1965-03-01,32.3,"TUCSON NURSERY 4 NW, AZ US",1,COOP:028810,METERS,-111.05

742.2,1931-01-01,2008-01-01,32.22917,"TUCSON WEATHER FORECAST OFFICE, AZ US",0.9935,COOP:028815,METERS,-110.95361

705.6,1982-05-01,2012-12-01,32.258,"TUCSON U OF A NUMBER 1, AZ US",0.9754,COOP:028817,METERS,-111.0052

776.9,1948-01-01,2015-11-01,32.1313,"TUCSON INTERNATIONAL AIRPORT, AZ US",1,COOP:028820,METERS,-110.9552

995.8,1946-05-01,2015-11-01,31.5677,"TUMACACORI NM, AZ US",0.9928,COOP:028865,METERS,-111.0497

2058.9,1955-06-01,1966-03-28,33.75,"TURKEY CREEK 1, AZ US",0.0448,COOP:028875,METERS,-109.8

1455.4,1941-07-01,2008-01-01,36.2861,"TUWEEP, AZ US",0.9606,COOP:028895,METERS,-113.0636

1057.7,1977-07-01,2015-11-01,34.7705,"TUZIGOOT, AZ US",0.9956,COOP:028904,METERS,-112.0263

1521.9,1948-01-01,1972-04-01,33.78333,"PARKER CREEK MNTC YD, AZ US",0.9338,COOP:028940,METERS,-110.96667

984.5,1977-09-01,2010-06-01,32.0455,"VAIL, AZ US",0.0105,COOP:028995,METERS,-110.7141

908.3,1992-02-01,2015-11-01,32.1263,"VAIL, AZ US",0.8952,COOP:028998,METERS,-110.7247

1795.9,1957-05-01,1962-10-01,35.65,"VALLE, AZ US",0.1666,COOP:029005,METERS,-112.2

1830,1947-09-01,1959-10-01,35.66667,"VALLE AIRPORT, AZ US",0.7192,COOP:029007,METERS,-112.15

360,1943-08-01,1952-12-01,33.38333,"TEMPE ASU, AZ US",0.9995,COOP:029015,METERS,-111.96667

335,1960-10-01,1961-12-01,33.56667,"WADDELL 3 SSE, AZ US",0.999,COOP:029095,METERS,-112.4

580,1963-03-01,1966-05-01,32.21667,"WAHAK HOTRONTK, AZ US",0.9736,COOP:029109,METERS,-112.36667

1136.9,1961-05-01,2012-12-01,36.9953,"WAHWEAP, AZ US",0.9757,COOP:029114,METERS,-111.4914

2137.9,1931-01-01,1959-04-01,34.53333,"WALLACE R S, AZ US",0.8266,COOP:029150,METERS,-110.91667

2040.6,1950-12-01,2015-11-01,35.1721,"WALNUT CANYON N.M., AZ US",0.9949,COOP:029156,METERS,-111.5097

1551.4,1931-01-01,2015-11-01,34.9281,"WALNUT CREEK, AZ US",0.9922,COOP:029158,METERS,-112.8097

1147.3,1931-01-01,2015-11-01,34.3117,"WALNUT GROVE, AZ US",0.9932,COOP:029166,METERS,-112.5619

78.9,1931-01-01,1980-12-01,32.66667,"WELLTON, AZ US",0.955,COOP:029211,METERS,-114.13333

73.2,1950-03-01,1951-10-01,32.71667,"WELLTON 6 NE, AZ US",0.998,COOP:029215,METERS,-114.05

566.9,1973-02-01,1973-12-01,33.81667,"WENDEN, AZ US",1,COOP:029223,METERS,-113.53333

741,1962-04-01,1966-11-01,35.7,"WHITE HILLS 5 WSW, AZ US",0.7141,COOP:029269,METERS,-114.48333

1575.8,1931-01-01,2012-01-01,33.8215,"WHITERIVER 1 SW, AZ US",0.8786,COOP:029271,METERS,-109.984

1003.1,1939-01-01,1967-03-01,32.81667,"WHITLOCK VALLEY R2, AZ US",0.8809,COOP:029279,METERS,-109.51667

638.6,1931-01-01,2008-03-01,33.9792,"WICKENBURG, AZ US",0.9795,COOP:029287,METERS,-112.7403

612.6,1931-01-01,2015-11-01,34.7055,"WIKIEUP, AZ US",0.8911,COOP:029309,METERS,-113.6124

1271,1939-11-01,2015-11-01,32.2553,"WILLCOX, AZ US",0.9847,COOP:029334,METERS,-109.8369

1281.1,1931-01-01,1939-04-01,32.31667,"WILLCOX 8 NW, AZ US",0.9906,COOP:029337,METERS,-109.95

2105.9,1907-04-01,2015-11-01,35.2413,"WILLIAMS, AZ US",0.9885,COOP:029359,METERS,-112.1929

1754.1,1965-06-01,1968-03-01,35.53333,"WILLIAMS 24 NNW, AZ US",0.9999,COOP:029362,METERS,-112.4

2122.9,1961-11-01,1975-07-01,34.05,"WILLIAMS CK HATCHERY, AZ US",0.9938,COOP:029367,METERS,-109.81667

225.6,1967-10-01,2007-09-01,35.8686,"WILLOW BEACH, AZ US",0.9813,COOP:029376,METERS,-114.6611

1125,1943-03-01,1979-03-01,32.71667,"WILLOW SPRINGS RANCH, AZ US",0.8544,COOP:029382,METERS,-110.86667

2109.2,1949-01-01,1999-09-01,35.61694,"WINDOW ROCK 4 SW, AZ US",0.9886,COOP:029410,METERS,-109.12444

634,1951-05-01,1980-05-01,32.91667,"WINKELMAN 6 S, AZ US",0.9712,COOP:029420,METERS,-110.71667

789.4,1985-03-01,1995-02-01,32.86667,"WINKLEMAN 12 SE, AZ US",1,COOP:029425,METERS,-110.6

1484.1,2004-05-01,2007-10-01,35.0216,"WINSLOW, AZ US",0.9519,COOP:029437,METERS,-110.696

1489.3,1948-01-01,2015-11-01,35.0281,"WINSLOW MUNICIPAL AIRPORT, AZ US",1,COOP:029439,METERS,-110.7208

509,1931-01-01,2015-11-01,33.7477,"WITTMANN 4 SW, AZ US",0.5407,COOP:029464,METERS,-112.5983

2126,1948-01-01,1986-03-01,33.81667,"WORKMAN CREEK 1, AZ US",0.956,COOP:029534,METERS,-110.91667

2126,1950-08-10,1950-08-10,33.81667,"WORKMAN CREEK 2, AZ US",0.2381,COOP:029535,METERS,-110.91667

1496,1939-09-01,2015-11-01,35.5247,"WUPATKI NM, AZ US",0.9716,COOP:029542,METERS,-111.3702

1399,1939-01-01,2012-12-01,31.4516,"Y LIGHTNING RANCH, AZ US",0.9718,COOP:029562,METERS,-110.2266

1830,1931-01-01,1948-08-01,34.68333,"YAEGER CANYON, AZ US",0.9764,COOP:029572,METERS,-112.16667

1153.1,1946-12-01,1975-04-01,34.45,"YAVA 6 ESE, AZ US",1,COOP:029601,METERS,-112.8

1579.8,1931-01-01,1964-08-01,34.1003,"PLEASANT VALLEY, AZ US",0.9653,COOP:029622,METERS,-110.9659

1989.1,1952-04-01,1956-12-01,34.26667,"YOUNG 12 N, AZ US",0.9994,COOP:029626,METERS,-110.9

345.9,1964-03-01,2015-11-01,33.595,"YOUNGTOWN, AZ US",0.9984,COOP:029634,METERS,-112.3014

594.4,1953-06-01,2010-12-01,34.8775,"YUCCA 1 NNE, AZ US",0.9696,COOP:029645,METERS,-114.1344

58.2,1931-01-01,2006-03-01,32.6114,"YUMA CITRUS STATION, AZ US",0.9735,COOP:029652,METERS,-114.635

98.8,1958-01-01,2015-11-01,32.8356,"YUMA PROVING GROUND, AZ US",0.9799,COOP:029654,METERS,-114.3942

48.8,1993-01-01,2015-11-01,32.7276,"YUMA QUARTERMASTER DEPOT, AZ US",0.9347,COOP:029656,METERS,-114.6217

36.6,1931-01-01,1992-12-01,32.71667,"YUMA VALLEY, AZ US",0.9368,COOP:029657,METERS,-114.71667

121.9,2001-03-01,2004-02-01,32.63806,"YUMA FOOTHILLS, AZ US",0.8609,COOP:029659,METERS,-114.40944

62.8,1948-09-01,1996-08-01,32.66667,"YUMA INTERNATIONAL AIRPORT, AZ US",0.9964,COOP:029660,METERS,-114.6

73.2,1948-01-01,1974-04-01,32.73333,"YUMA WEATHER BUREAU CITY, CA US",0.9906,COOP:029662,METERS,-114.61667

207.3,1941-07-01,2015-11-01,35.0237,"ABBOTT, AR US",0.9451,COOP:030006,METERS,-94.1594

78.6,1948-05-01,2015-11-01,35.9307,"ALICIA 2 NNE, AR US",0.8914,COOP:030064,METERS,-91.055

121.9,1944-04-01,1949-12-01,34.23333,"ALPINE, AR US",0.7388,COOP:030118,METERS,-93.28333

212.8,1937-02-01,2015-11-01,34.7961,"ALUM FORK, AR US",0.9948,COOP:030130,METERS,-92.8417

274,1948-01-01,1984-03-01,34.8,"ALY, AR US",0.9928,COOP:030136,METERS,-93.46667

158.5,1931-01-01,2015-11-01,34.26861,"AMITY, AR US",0.843,COOP:030150,METERS,-93.46972

91.4,1940-04-01,2015-11-01,34.0275,"ANTOINE 1 SW, AR US",0.9053,COOP:030178,METERS,-93.4332

121.9,1944-01-01,1975-04-01,34.96667,"APLIN 1, AR US",1,COOP:030188,METERS,-93

159.1,1948-01-01,1966-10-01,35.41667,"APPLETON, AR US",0.3319,COOP:030196,METERS,-92.88333

59.7,1931-01-01,2015-11-01,34.1433,"ARKADELPHIA, AR US",0.9725,COOP:030220,METERS,-93.0589

51.8,1931-01-01,2015-11-01,33.63778,"ARKANSAS CITY, AR US",0.9657,COOP:030234,METERS,-91.21194

59.1,1963-09-01,2015-11-01,34.025,"ARKANSAS POST, AR US",0.9968,COOP:030240,METERS,-91.3444

97.5,1945-03-01,2015-11-01,33.6195,"ASHDOWN 4 SSE, AR US",0.914,COOP:030286,METERS,-94.0994

292.6,1948-07-01,2013-12-01,34.32528,"ATHENS, AR US",0.9465,COOP:030300,METERS,-93.98111

100.9,1948-05-03,1950-09-01,33.11667,"ATLANTA, AR US",0.7913,COOP:030310,METERS,-93.03333

59.4,1943-12-01,2015-11-01,35.2894,"AUGUSTA, AR US",0.9769,COOP:030326,METERS,-91.3533

70.1,1950-01-01,1967-03-01,35.3,"BALD KNOB, AR US",0.9906,COOP:030350,METERS,-91.56667

177.1,1967-01-01,1975-03-01,35.38333,"BALD KNOB 5 N, AR US",1,COOP:030355,METERS,-91.56667

110,1937-03-01,1951-01-31,35.76667,"BATESVILLE AIRWAY, AR US",0.9996,COOP:030456,METERS,-91.65

174,1941-07-01,2015-11-01,35.8306,"BATESVILLE LVSTK, AR US",0.9933,COOP:030458,METERS,-91.7944

88.4,1931-01-01,2015-11-01,35.7595,"BATESVILLE LOCK AND DAM 1, AR US",0.9784,COOP:030460,METERS,-91.6384

67.1,1948-05-02,1960-03-01,34.71667,"BEAR CREEK LAKE, AR US",0.1144,COOP:030496,METERS,-90.7

121.9,1940-01-01,1960-07-01,35.08333,"BEATY LAKE, AR US",0.9676,COOP:030512,METERS,-90.71667

284.1,1944-11-01,1959-05-01,36.46667,"BEAVER 1 SE, AR US",0.9946,COOP:030518,METERS,-93.76667

348.1,1961-06-01,1965-10-01,36.41667,"BEAVER DAM, AR US",0.9618,COOP:030524,METERS,-93.83333

198.1,1931-01-01,1953-04-01,35.45,"BEE BRANCH, AR US",0.9852,COOP:030528,METERS,-92.4

